id,name,theme,team,overall,tier,position,secondary_position,height,play1,play2,play3,play4,bronze_badges,silver_badges,gold_badges,hof_badges,shot_close,shot_mid,shot_3pt,shot_iq,free_throw,offensive_consistency,driving_layup,standing_dunk,driving_dunk,draw_foul,post_moves,post_hook,post_fade,hands,speed,acceleration,vertical,strength,stamina,hustle,overall_durability,speed_with_ball,ball_handle,passing_accuracy,passing_vision,passing_iq,interior_defense,perimeter_defense,help_defense_iq,pick_and_roll_defense_iq,lateral_quickness,pass_perception,reaction_time,steal,block,shot_contest,defensive_consistency,offensive_rebound,defensive_rebound,intangibles,potential,standing_dunk_t,driving_dunk_t,flashy_dunk_t,alley_oop_t,putback_dunk_t,crash_t,driving_layup_t,spin_layup_t,hop_step_layup_t,euro_step_layup_t,floater_t,step_through_shot_t,shot_under_basket_t,shot_close_t,shot_close_left_t,shot_close_middle_t,shot_close_right_t,shot_mid_t,spot_up_shot_mid_t,off_screen_shot_mid_t,shot_3pt_t,spot_up_shot_3pt_t,off_screen_shot_3pt_t,contested_jumper_mid_t,contested_jumper_3pt_t,stepback_jumper_mid_t,stepback_jumper_3pt_t,spin_jumper_t,transition_pull_up_3pt_t,drive_pull_up_3pt_t,drive_pull_up_mid_t,use_glass_t,triple_threat_pump_fake_t,triple_threat_jab_step_t,triple_threat_idle_t,triple_threat_shoot_t,setup_with_sizeup_t,setup_with_hesitation_t,no_setup_dribble_t,drive_t,spot_up_drive_t,off_screen_drive_t,drive_right_t,driving_crossover_t,driving_spin_t,driving_step_back_t,driving_half_spin_t,driving_double_crossover_t,driving_behind_the_back_t,driving_dribble_hesitation_t,driving_in_and_out_t,no_driving_dribble_move_t,attack_strong_on_drive_t,shoot_t,touches_t,roll_vs_pop_t,transition_spot_up_t,iso_vs_elite_defender_t,iso_vs_good_defender_t,iso_vs_average_defender_t,iso_vs_poor_defender_t,play_discipline_t,post_up_t,post_shimmy_shot_t,post_face_up_t,post_back_down_t,post_aggressive_backdown_t,shoot_from_post_t,post_hook_left_t,post_hook_right_t,post_fade_left_t,post_fade_right_t,post_up_and_under_t,post_hop_shot_t,post_step_back_shot_t,post_drive_t,post_spin_t,post_drop_step_t,post_hop_step_t,dish_to_open_man_t,flashy_pass_t,alley_oop_pass_t,pass_interception_t,take_charge_t,on_ball_steal_t,contest_shot_t,block_shot_t,foul_t,hard_foul_t,acrobat,backdown_punisher,consistent_finisher,contact_finisher,cross_key_scorer,deep_hooks,dropstepper,fancy_footwork,fastbreak_finisher,giant_slayer,lob_city_finisher,pick_and_roller,pro_touch,putback_boss,relentless_finisher,showtime,slithery_finisher,tear_dropper,catch_and_shoot,clutch_shooter,corner_specialist,deadeye,deep_fades,difficult_shots,flexible_release,green_machine,hot_start,hot_zone_hunter,ice_in_veins,pick_and_popper,pump_fake_maestro,quick_draw,range_extender,slippery_off_ball,steady_shooter,tireless_shooter,volume_shooter,ankle_breaker,bail_out,break_starter,dimer,downhill,dream_shake,flashy_passer,floor_general,handles_for_days,lob_city_passer,needle_threader,pass_fake_maestro,post_spin_technician,quick_first_step,space_creator,stop_and_go,tight_handles,unpluckable,box,brick_wall,chase_down_artist,clamps,defensive_leader,heart_crusher,interceptor,intimidator,lightning_reflexes,moving_truck,off_ball_pest,pick_dodger,pick_pocket,pogo_stick,post_move_lockdown,rebound_chaser,rim_protector,tireless_defender,trapper,worm,alpha_dog,enforcer,extremely_confident,expressive,high_work_ethic,legendary_work_ethic,pat_my_back,unpredictable
11,C.J. Miles,'20 NBA,Washington Wizards,72,NBA 2K20  Silver,SF,,78,3 PT,Handoff,P&R Wing,,0,1,0,0,54,76,69,90,76,53,73,33,61,59,45,25,57,66,58,63,68,30,78,68,72,57,65,68,25,57,38,65,63,74,61,57,67,36,48,67,58,26,43,95,77,0,50,5,25,5,15,40,0,0,0,15,0,24,15,6,73,21,10,55,45,99,99,60,36,40,15,0,20,15,15,0,35,5,5,50,0,0,0,0,40,30,30,25,15,0,0,0,0,0,15,0,55,35,65,70,0,35,0,0,5,15,99,0,0,0,0,0,10,3,0,10,17,0,0,0,15,0,0,0,65,15,15,48,40,46,45,24,70,35,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Silver,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Yes
12,Louis Williams,'20 NBA,Los Angeles Clippers,82,NBA 2K20  Emerald,SG,PG,73,P&R Ball Handler,3 PT,Isolation,Handoff,7,8,8,0,81,76,76,95,85,95,86,25,42,81,27,25,57,85,77,77,69,28,82,61,75,77,85,75,75,79,25,62,57,64,71,45,64,38,32,64,52,33,45,98,84,0,10,0,25,5,0,77,55,50,35,95,6,29,50,8,34,58,25,55,55,70,75,50,45,75,5,30,30,15,25,10,35,75,75,15,75,15,20,20,80,20,10,75,50,25,45,15,5,5,55,5,80,45,90,90,0,65,15,15,25,35,20,0,0,0,0,0,10,0,0,46,14,0,20,0,0,0,0,0,35,15,60,76,20,40,60,19,30,60,Bronze,None,Bronze,None,None,None,None,Bronze,None,None,None,None,Bronze,None,Silver,None,Bronze,Silver,Bronze,None,None,None,None,Gold,None,Gold,Gold,Gold,None,None,None,None,Bronze,Silver,Silver,Gold,Gold,None,Silver,None,None,None,None,None,None,Silver,None,None,None,None,None,Gold,Gold,Silver,Silver,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
13,LaMarcus Aldridge,'20 NBA,San Antonio Spurs,85,NBA 2K20  Sapphire,PF,C,83,Post Up Low,P&R Roll Man,Post Up High,,6,7,7,0,85,80,57,95,80,93,73,65,64,79,85,85,85,87,38,41,57,82,90,85,84,33,37,50,38,65,69,43,78,73,47,65,76,30,68,82,65,74,77,95,88,65,70,20,50,30,5,10,0,0,0,10,99,32,90,13,8,79,35,60,30,15,65,0,35,0,35,0,65,0,0,25,35,95,75,0,55,0,0,0,30,15,40,0,0,0,0,0,0,0,0,0,99,55,85,90,75,0,0,0,10,20,55,99,10,25,35,10,80,41,56,82,49,70,0,20,45,30,15,30,35,25,0,39,0,39,70,49,45,25,None,Silver,None,None,None,Gold,Gold,None,None,None,None,Bronze,None,Gold,None,None,None,None,Silver,None,None,None,Gold,Silver,None,Bronze,Bronze,Gold,None,Gold,Silver,None,None,None,None,None,None,None,None,Bronze,None,None,Gold,None,None,None,None,None,None,Silver,None,Bronze,None,None,None,Silver,Bronze,None,None,None,None,None,None,None,Silver,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
14,Rudy Gay,'20 NBA,San Antonio Spurs,79,NBA 2K20  Gold,PF,SF,80,P&R Wing,3 PT,Handoff,Guard Post Up,7,2,0,0,84,86,80,90,78,61,81,51,76,56,81,64,71,72,69,73,77,61,90,75,78,67,74,66,54,52,64,57,62,70,72,47,76,38,52,76,31,39,80,95,81,40,70,90,50,20,25,50,0,0,0,20,0,29,65,12,22,66,15,55,55,35,75,35,60,25,10,0,40,8,0,30,30,75,35,0,55,0,5,15,40,50,55,55,15,0,15,0,0,0,15,0,75,65,75,80,0,10,35,35,45,55,35,50,5,50,15,5,65,16,23,50,39,40,0,15,25,25,15,20,30,30,20,70,20,63,70,37,60,30,None,None,Bronze,Bronze,Silver,None,None,None,None,None,None,None,None,Bronze,None,None,None,None,None,None,Silver,None,None,None,Bronze,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Bronze,None,None,None,None,None,None,Bronze,None,None,None,None,None,None,None,Bronze,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
15,JJ Redick,'20 NBA,New Orleans Pelicans,79,NBA 2K20  Gold,SG,,76,3 PT,Handoff,P&R Wing,,5,3,3,0,69,89,89,96,89,95,74,25,25,65,25,25,50,80,61,65,63,27,88,80,75,49,70,70,49,70,35,68,63,69,65,62,70,32,40,70,45,29,42,95,80,0,0,0,25,5,10,60,0,0,0,55,0,16,15,0,63,37,45,55,60,80,99,65,40,55,40,0,0,25,15,10,15,5,5,50,5,0,0,0,25,20,10,90,5,0,15,0,0,0,0,0,90,15,65,75,0,95,0,0,0,0,85,0,0,0,0,0,10,0,5,9,15,0,0,0,0,0,0,0,35,25,30,49,20,42,35,13,40,35,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Gold,None,None,Silver,None,Bronze,Silver,None,Bronze,None,None,None,None,None,Gold,Gold,Silver,Bronze,Bronze,None,None,None,None,None,None,None,None,None,Bronze,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
16,Rajon Rondo,'20 NBA,Los Angeles Lakers,75,NBA 2K20  Silver,PG,,73,P&R Ball Handler,Handoff,,,5,7,0,0,56,60,74,90,59,40,73,25,25,30,40,40,35,90,77,79,77,43,83,85,72,77,81,77,75,79,31,75,80,84,80,65,78,51,30,80,60,33,60,95,79,0,0,0,25,5,35,70,85,70,78,75,0,51,20,15,50,35,10,40,30,30,70,15,30,16,15,0,0,0,0,0,45,95,95,0,0,0,15,25,85,65,65,75,75,25,50,50,25,15,75,50,75,25,50,60,0,10,5,5,15,25,30,0,0,0,0,0,10,8,18,17,17,0,20,0,0,0,0,0,75,60,80,74,10,81,75,14,50,60,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Bronze,None,None,None,None,None,None,None,None,None,None,None,None,Bronze,None,None,None,None,None,None,None,Bronze,Bronze,Silver,None,None,Silver,Silver,None,Silver,Silver,Silver,None,None,None,None,None,None,None,None,None,None,Silver,Bronze,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Yes,Yes,None,None,None
17,Kyle Lowry,'20 NBA,Toronto Raptors,83,NBA 2K20  Emerald,PG,,73,P&R Ball Handler,3 PT,Handoff,Isolation,17,14,3,0,83,76,76,94,81,68,88,25,25,72,38,36,42,93,82,82,70,65,94,95,79,82,84,81,77,85,56,84,84,86,82,68,92,57,49,88,78,33,55,98,86,0,40,0,25,5,25,40,65,65,65,75,33,34,20,4,62,34,5,55,55,85,99,50,40,60,15,60,40,12,35,15,5,55,55,20,45,25,25,25,50,60,50,45,60,10,35,0,25,15,30,20,99,45,65,80,0,25,10,10,20,30,40,5,0,25,20,15,35,4,23,42,37,5,20,0,20,0,0,0,75,40,85,53,99,73,64,17,55,25,Silver,None,Silver,Silver,Silver,None,None,None,None,Gold,None,None,Bronze,None,None,None,Silver,None,Silver,None,None,None,None,Bronze,None,Bronze,Bronze,None,None,None,Bronze,None,Gold,Silver,None,Bronze,None,Bronze,Gold,None,Silver,None,None,Bronze,Silver,None,Silver,Silver,Silver,None,Silver,Bronze,Bronze,Bronze,Bronze,None,None,None,Bronze,None,None,None,None,Silver,None,Bronze,Bronze,None,None,None,None,None,Bronze,Bronze,None,Yes,None,None,None,None,None,None,None
18,Paul Millsap,'20 NBA,Denver Nuggets,80,NBA 2K20  Emerald,PF,,80,Post Up High,Post Up Low,P&R Roll Man,Cutter,7,8,0,0,78,73,73,96,67,74,73,64,67,73,81,82,78,89,53,39,60,81,89,83,95,53,58,55,35,68,76,72,74,81,71,74,68,60,59,68,74,62,70,95,84,65,70,0,50,20,5,40,0,0,0,35,39,47,70,18,24,58,40,65,45,35,65,30,20,20,75,0,0,0,0,25,45,65,65,15,0,0,5,0,55,30,20,95,0,0,0,0,0,0,10,0,99,65,65,75,25,0,15,15,25,35,60,55,10,55,25,0,80,4,14,47,56,40,25,0,35,25,15,20,35,5,15,58,60,63,66,37,60,55,None,Bronze,None,None,Silver,Bronze,Silver,None,None,None,None,Bronze,None,Silver,None,None,None,None,None,None,None,None,Bronze,None,None,None,None,None,None,Silver,None,None,None,None,None,None,None,None,None,Bronze,None,None,Silver,None,None,None,None,None,None,Silver,None,None,None,None,None,None,None,None,None,None,None,Silver,None,None,Silver,None,None,None,None,Bronze,None,None,None,Bronze,None,None,None,None,None,None,None,None,None
19,Kevin Durant,'20 NBA,Brooklyn Nets,90,NBA 2K20  Amethyst,SF,PF,81,P&R Wing,3 PT,Handoff,Guard Post Up,13,9,18,0,85,,,97,83,,,54,79,,74,64,82,85,,74,71,57,88,69,84,,80,69,67,72,62,80,79,89,81,69,76,31,60,90,79,26,63,98,98,25,70,30,50,5,35,45,60,65,60,35,49,28,60,9,13,78,35,60,60,65,99,55,65,65,35,35,40,35,30,40,45,45,75,20,50,15,25,20,50,50,50,75,35,10,25,5,0,0,25,5,80,65,90,99,20,20,35,35,45,55,25,25,10,55,15,0,55,7,13,64,60,30,10,0,40,15,0,10,35,30,35,64,10,34,70,54,40,40,Silver,None,Silver,Gold,Bronze,None,None,Silver,None,None,Silver,None,Bronze,Bronze,None,None,Gold,None,Gold,Gold,None,Gold,Silver,Gold,Bronze,Gold,Gold,Gold,Gold,Silver,Gold,None,Gold,Gold,Gold,Gold,Gold,Bronze,Bronze,Silver,None,None,None,None,None,Silver,Bronze,None,Bronze,None,Silver,Gold,Gold,Bronze,Bronze,None,None,None,Bronze,None,None,None,Bronze,None,None,None,None,None,None,None,None,None,None,Bronze,None,Yes,None,None,None,None,Yes,None,Yes
20,Al Horford,'20 NBA,Philadelphia 76ers,83,NBA 2K20  Emerald,C,PF,82,Post Up Low,P&R Roll Man,Post Up High,,7,9,9,0,87,87,77,96,79,77,71,77,58,57,84,84,83,81,50,45,66,87,90,82,70,30,47,72,67,85,87,60,89,93,64,67,85,39,75,96,87,54,68,95,86,55,75,0,50,15,5,70,0,0,0,5,0,38,45,12,21,67,10,65,20,35,85,10,15,5,0,0,0,0,0,0,25,5,5,50,0,0,0,0,45,15,40,90,0,0,0,0,0,0,0,0,99,65,55,75,20,25,0,0,10,20,75,80,10,30,20,0,90,41,60,51,47,30,0,10,30,0,15,15,45,15,25,51,0,34,80,49,45,72,None,Silver,None,None,None,Bronze,Silver,None,None,None,None,Gold,None,Gold,None,None,None,None,Silver,None,None,Bronze,Bronze,None,None,Bronze,Bronze,Gold,None,Gold,Gold,None,None,None,None,None,None,None,None,Bronze,None,None,Silver,Silver,None,None,None,None,None,Bronze,None,None,None,None,None,Silver,Silver,None,None,Gold,Gold,None,Gold,None,Silver,None,None,None,None,Gold,None,Silver,None,None,None,None,None,None,None,None,None,None,None
21,Mike Conley,'20 NBA,Utah Jazz,85,NBA 2K20  Sapphire,PG,,73,P&R Point,3 PT,Handoff,,17,15,4,0,88,80,79,98,83,93,85,25,28,70,27,25,38,82,81,82,93,38,92,83,83,81,87,91,76,91,29,83,78,87,83,78,76,57,45,84,78,32,47,98,87,0,45,0,25,5,30,70,60,60,45,85,20,31,40,7,21,72,10,55,55,75,80,45,40,55,50,60,45,10,10,15,10,65,65,15,65,25,25,25,50,30,35,95,80,30,45,40,20,35,75,60,50,35,75,85,0,75,35,35,45,55,60,0,0,0,0,0,10,2,0,26,14,0,20,0,0,0,0,0,65,50,45,75,60,50,60,17,45,25,Bronze,None,Bronze,Bronze,None,None,None,None,None,Silver,None,None,None,None,Silver,None,Silver,Gold,Bronze,Silver,Bronze,None,None,Silver,None,Silver,Silver,Silver,None,None,Bronze,None,None,None,None,None,None,Bronze,Silver,None,Bronze,Bronze,None,Bronze,Silver,Bronze,Gold,Gold,Silver,None,Gold,Silver,Silver,Bronze,Bronze,None,None,None,Bronze,None,None,None,None,Silver,None,Bronze,Silver,None,None,None,None,None,Bronze,Bronze,None,Yes,None,None,None,None,None,None,None
22,Jeff Green,'20 NBA,Utah Jazz,75,NBA 2K20  Silver,PF,,81,P&R Wing,Handoff,Guard Post Up,,3,0,1,0,84,72,71,90,82,48,78,58,73,68,65,63,61,78,56,50,77,63,82,71,75,43,67,62,30,63,62,63,61,72,62,47,80,30,49,80,53,32,52,95,76,0,70,15,50,15,15,70,0,0,0,15,0,44,25,7,59,34,10,45,45,35,75,35,25,10,0,0,20,0,0,5,30,5,5,50,0,0,15,0,60,55,45,90,15,0,0,0,0,0,0,0,99,45,60,70,0,0,15,15,25,35,75,35,0,0,0,0,75,22,35,39,0,0,0,0,0,0,0,0,25,20,5,54,20,29,70,18,60,45,None,None,Bronze,None,None,None,None,Bronze,None,None,Bronze,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Gold,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
23,Thaddeus Young,'20 NBA,Chicago Bulls,78,NBA 2K20  Gold,PF,,80,P&R Roll Man,Handoff,Post Up Low,P&R Wing,5,2,1,0,87,50,76,97,62,78,77,53,77,63,66,81,74,78,70,61,81,68,86,83,85,48,65,34,43,63,76,67,76,79,68,78,68,71,50,68,68,66,60,95,79,50,70,15,50,35,30,30,0,0,0,15,14,53,40,14,40,46,10,50,40,25,60,10,5,5,0,0,5,0,0,0,25,50,75,20,0,0,25,15,50,15,45,25,0,0,0,0,0,0,0,0,99,55,50,60,55,0,5,5,15,25,99,45,10,50,5,0,75,42,41,8,0,10,25,0,50,30,15,25,35,15,5,73,40,72,70,24,50,60,None,None,None,None,Bronze,None,None,None,None,None,None,Gold,None,Silver,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Bronze,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Bronze,Bronze,None,None,None,None,None,None,None,None,None,Silver,Bronze,None,None,None,None,None,Yes,None,None,None
24,Marco Belinelli,'20 NBA,San Antonio Spurs,74,NBA 2K20  Silver,SG,SF,77,P&R Wing,3 PT,Handoff,Mid Range,1,1,0,0,84,77,79,95,87,73,77,25,63,58,32,26,52,76,47,51,67,31,81,71,76,41,70,73,38,80,51,58,62,62,63,62,60,34,33,60,43,28,50,95,76,0,45,0,25,0,25,65,0,0,0,30,0,22,15,4,58,38,35,55,55,75,99,55,35,40,20,0,0,20,5,20,10,5,5,50,0,0,0,0,80,15,20,95,15,0,0,0,0,0,15,0,80,20,60,65,0,35,0,0,0,0,99,0,0,0,0,0,10,8,6,17,23,0,0,0,0,0,0,0,50,15,0,56,0,29,55,12,35,35,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Silver,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Bronze,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
25,Jared Dudley,'20 NBA,Los Angeles Lakers,71,NBA 2K20  Silver,PF,,79,P&R Roll Man,3 PT,Handoff,,1,1,0,0,69,80,72,90,64,55,64,34,29,38,53,29,46,83,42,39,60,64,79,69,85,36,58,49,31,52,60,59,74,77,63,67,77,37,45,77,60,34,46,95,76,0,55,0,25,10,20,25,0,0,0,5,0,54,5,22,55,23,5,50,40,40,99,50,0,40,0,0,0,0,0,0,15,0,0,50,0,0,0,0,30,30,20,95,15,0,0,0,0,0,15,0,99,20,30,45,0,0,0,0,0,0,99,10,0,0,0,0,70,0,0,0,12,0,0,0,0,0,0,0,50,20,5,49,40,53,45,21,90,55,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Silver,None,None,None,None,None,None,None,None,None,None,Bronze,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
26,Wilson Chandler,'20 NBA,Brooklyn Nets,74,NBA 2K20  Silver,SF,PF,81,P&R Wing,3 PT,Guard Post Up,Isolation,3,0,0,0,74,74,74,90,67,40,67,45,70,38,65,40,65,77,54,58,76,64,78,77,82,51,66,55,32,55,56,70,70,74,71,57,78,32,48,78,60,41,57,95,76,25,70,10,50,20,25,30,15,20,25,15,36,42,25,10,47,43,5,60,50,40,75,45,35,30,40,5,45,12,10,25,5,65,65,15,0,5,5,15,55,30,55,75,15,0,0,0,0,0,15,0,80,60,45,55,20,15,20,20,30,40,40,20,0,30,15,5,55,12,15,47,37,0,0,0,25,0,0,0,40,25,15,43,0,42,64,24,50,45,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Bronze,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Bronze,None,None,None,None,None,None,None,None,None,Bronze,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
27,Derrick Rose,'20 NBA,Detroit Pistons,79,NBA 2K20  Gold,PG,SG,75,P&R Point,Handoff,Isolation,,6,8,0,0,72,86,78,98,83,87,84,25,32,52,52,52,52,82,83,83,86,47,87,89,51,83,85,79,70,81,47,64,63,68,70,61,79,35,39,79,37,34,42,95,81,0,50,5,25,10,75,75,80,95,95,25,31,42,35,16,19,65,30,40,45,25,60,20,30,5,40,0,20,0,5,25,70,75,75,15,75,25,25,25,75,60,60,75,40,5,55,5,5,0,10,0,85,65,75,80,0,0,0,0,10,20,25,0,0,0,0,0,10,19,15,25,0,0,20,0,0,0,0,0,35,50,25,49,0,28,70,17,35,40,Bronze,None,Bronze,Silver,None,None,None,Silver,None,Silver,None,None,None,None,Silver,None,Bronze,Bronze,None,None,None,None,None,Bronze,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Bronze,None,None,Silver,None,None,None,None,None,None,None,None,Silver,Silver,Silver,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Yes,None,None,Yes,None,None
28,Russell Westbrook,'20 NBA,Houston Rockets,87,NBA 2K20  Ruby,PG,SG,75,P&R Ball Handler,Isolation,Guard Post Up,Handoff,10,22,17,0,,73,66,98,,,,25,,85,68,40,71,93,86,86,87,70,93,93,95,86,,,,90,37,78,81,85,82,,94,71,46,86,80,40,85,95,92,0,75,35,50,10,45,75,75,70,70,40,36,46,50,9,32,59,45,60,50,40,70,40,85,70,60,25,40,12,10,40,65,65,95,5,40,10,35,30,90,60,60,75,85,40,35,20,10,35,70,50,80,90,99,99,30,0,45,45,55,65,5,20,0,0,32,25,15,0,0,33,39,10,25,5,55,25,0,0,45,45,85,73,20,63,75,20,50,35,Gold,None,Gold,Gold,Silver,None,None,Silver,Gold,Gold,Silver,None,Bronze,None,Silver,Gold,Bronze,None,None,None,None,None,None,Bronze,None,Gold,Gold,Silver,Gold,None,Bronze,None,Bronze,None,None,Silver,Silver,Silver,Gold,Silver,Gold,Gold,None,Bronze,Gold,Silver,Silver,Gold,Gold,None,Silver,Gold,Gold,Silver,Silver,Silver,None,Silver,Bronze,None,None,Silver,Bronze,Silver,None,Silver,Bronze,None,None,None,Silver,None,Bronze,Silver,Silver,Yes,None,Yes,Yes,None,None,Yes,None
29,Kevin Love,'20 NBA,Cleveland Cavaliers,81,NBA 2K20  Emerald,PF,C,82,3 PT,P&R Roll Man,Post Up High,,7,6,6,0,79,62,76,90,86,86,68,71,51,74,85,86,86,91,62,34,66,81,84,92,75,29,48,61,45,73,65,46,71,70,50,53,84,27,38,76,46,50,86,95,86,55,60,0,25,20,5,65,0,0,0,15,61,32,40,9,69,22,15,60,45,70,99,45,15,30,15,15,0,0,0,0,55,75,55,5,55,0,0,0,40,15,10,90,0,0,0,0,0,0,0,0,99,45,75,90,40,95,0,0,10,20,65,60,10,20,40,20,90,44,38,52,44,45,0,65,35,15,25,25,25,40,25,59,40,34,75,21,50,55,None,Bronze,None,None,None,Silver,Bronze,None,None,None,None,Bronze,None,None,None,None,None,None,Bronze,None,None,None,Gold,None,None,Silver,Gold,Silver,None,Gold,Silver,None,None,None,None,None,Bronze,None,None,Gold,None,None,Silver,None,None,None,None,None,Bronze,Bronze,None,None,None,None,None,Gold,None,None,None,None,None,None,None,None,Silver,None,None,None,None,None,None,None,None,None,Gold,None,None,Yes,None,None,Yes,Yes,None
30,Danilo Gallinari,'20 NBA,Oklahoma City Thunder,81,NBA 2K20  Emerald,PF,SF,82,P&R Wing,3 PT,Handoff,Post Up High,5,6,1,0,69,73,81,98,84,92,74,39,62,82,79,60,63,70,54,54,60,60,89,79,65,54,70,66,44,59,63,50,64,68,62,56,67,32,41,67,59,49,64,95,83,0,65,10,50,5,20,60,20,5,10,15,0,34,25,10,37,53,25,60,50,60,85,55,35,35,40,30,40,10,5,5,15,5,5,50,5,15,20,20,75,35,25,75,15,0,0,0,0,0,15,0,90,55,60,75,0,20,40,40,50,60,55,30,0,30,15,10,75,5,0,52,38,0,0,0,25,0,0,0,35,20,15,42,20,29,60,15,30,55,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Bronze,Silver,None,None,None,Silver,Silver,None,Bronze,None,Gold,Silver,None,None,None,None,Silver,Bronze,Silver,None,Bronze,None,None,None,None,None,None,None,None,None,None,Bronze,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
31,Eric Gordon,'20 NBA,Houston Rockets,75,NBA 2K20  Silver,SG,SF,76,3 PT,P&R Wing,Handoff,Isolation,5,4,3,0,66,64,77,90,75,77,77,27,67,64,47,32,60,91,78,76,79,62,89,82,78,78,76,57,35,50,39,75,70,77,78,65,73,33,48,73,47,26,39,95,81,0,45,0,25,5,10,75,20,10,20,10,0,41,20,4,65,31,5,65,55,99,99,65,50,40,10,10,25,20,25,0,20,5,55,35,30,0,0,0,30,20,25,90,30,10,30,10,5,5,35,5,99,35,75,80,0,55,20,20,30,40,99,0,0,0,0,0,10,4,2,30,21,0,15,0,0,0,0,0,65,5,20,43,10,33,68,27,40,35,None,None,Bronze,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Silver,None,Gold,Gold,None,None,None,Gold,None,None,Silver,None,Bronze,Silver,None,Silver,None,None,Bronze,None,None,None,None,None,None,None,None,None,Bronze,Bronze,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Yes
32,D.J. Augustin,'20 NBA,Orlando Magic,75,NBA 2K20  Silver,PG,,72,P&R Point,3 PT,,,3,1,1,0,65,82,84,90,85,68,77,25,25,48,30,25,57,78,81,82,66,26,82,80,85,80,79,73,71,76,25,58,52,64,68,58,48,36,25,48,48,32,42,95,76,0,0,0,25,5,40,60,50,30,5,50,0,39,20,6,69,25,5,50,55,55,75,45,40,10,20,10,0,5,5,5,5,5,55,35,30,0,15,25,50,35,38,75,55,10,35,15,5,15,40,30,80,30,55,65,0,25,5,5,15,25,85,0,0,0,0,0,10,4,9,0,19,0,20,0,0,0,0,0,60,20,55,35,40,45,52,3,40,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Bronze,Silver,Gold,None,None,None,Bronze,None,None,None,None,None,None,None,None,Bronze,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
